|Revista|ISSN|Volume|Número|Submissao|Data de Publicação|Titulo|Secçao|DOI|Autor|Afiliação|Citação
1825|Vol. 32 N.º 1 (2016): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|32|1|2016-03-15|2016-02-01|Uma improvável dor de cotovelo: relato de um caso de tuberculose dos tecidos moles|Artigo Breve|https://doi.org/10.32385/rpmgf.v32i1.11691|Teresa Febra|Médica Assistente Graduada de Medicina Geral e Familiar, Centro de Diagnóstico Pneumológico, ACeS Grande Porto IV – Póvoa de Varzim/Vila do Conde|Miranda, C., Pinto, A., Madalena, C., Sousa, L. N. e, & Febra, T. (2016). Uma improvável dor de cotovelo: relato de um caso de tuberculose dos tecidos moles. Revista Portuguesa De Medicina Geral E Familiar, 32(1), 61–4. https://doi.org/10.32385/rpmgf.v32i1.11691
1826|Vol. 32 N.º 1 (2016): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|32|1|2016-03-15|2016-02-01|Quando uma queixa comum revela um diagnóstico incomum – Síndroma de Eagle|Artigo Breve|https://doi.org/10.32385/rpmgf.v32i1.11692|Dina Novais Fernandes|Médica Interna de Medicina Geral e Familiar, USF +Carandá – ACeS Cávado I|Fernandes, D. N., Silva, A., Miranda, A., Sousa, L., & Sequeira, J. (2016). Quando uma queixa comum revela um diagnóstico incomum – Síndroma de Eagle. Revista Portuguesa De Medicina Geral E Familiar, 32(1), 65–9. https://doi.org/10.32385/rpmgf.v32i1.11692
1827|Vol. 32 N.º 1 (2016): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|32|1|2016-03-15|2016-02-01|Quando uma queixa comum revela um diagnóstico incomum – Síndroma de Eagle|Artigo Breve|https://doi.org/10.32385/rpmgf.v32i1.11692|António Silva|Médico Interno de Medicina Geral e Familiar, USF MaxiSaúde – ACeS Cávado I|Fernandes, D. N., Silva, A., Miranda, A., Sousa, L., & Sequeira, J. (2016). Quando uma queixa comum revela um diagnóstico incomum – Síndroma de Eagle. Revista Portuguesa De Medicina Geral E Familiar, 32(1), 65–9. https://doi.org/10.32385/rpmgf.v32i1.11692
1828|Vol. 32 N.º 1 (2016): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|32|1|2016-03-15|2016-02-01|Quando uma queixa comum revela um diagnóstico incomum – Síndroma de Eagle|Artigo Breve|https://doi.org/10.32385/rpmgf.v32i1.11692|Adriana Miranda|Médica Interna de Medicina Geral e Familiar, USF Pró-Saúde – ACeS Cávado II|Fernandes, D. N., Silva, A., Miranda, A., Sousa, L., & Sequeira, J. (2016). Quando uma queixa comum revela um diagnóstico incomum – Síndroma de Eagle. Revista Portuguesa De Medicina Geral E Familiar, 32(1), 65–9. https://doi.org/10.32385/rpmgf.v32i1.11692
1829|Vol. 32 N.º 1 (2016): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|32|1|2016-03-15|2016-02-01|Quando uma queixa comum revela um diagnóstico incomum – Síndroma de Eagle|Artigo Breve|https://doi.org/10.32385/rpmgf.v32i1.11692|Luis Sousa|Médico Interno de Medicina Geral e Familiar, USF +Carandá – ACeS Cávado I|Fernandes, D. N., Silva, A., Miranda, A., Sousa, L., & Sequeira, J. (2016). Quando uma queixa comum revela um diagnóstico incomum – Síndroma de Eagle. Revista Portuguesa De Medicina Geral E Familiar, 32(1), 65–9. https://doi.org/10.32385/rpmgf.v32i1.11692
1830|Vol. 32 N.º 1 (2016): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|32|1|2016-03-15|2016-02-01|Quando uma queixa comum revela um diagnóstico incomum – Síndroma de Eagle|Artigo Breve|https://doi.org/10.32385/rpmgf.v32i1.11692|José Sequeira|Médico Interno de Medicina Geral e Familiar, USF +Carandá – ACeS Cávado I|Fernandes, D. N., Silva, A., Miranda, A., Sousa, L., & Sequeira, J. (2016). Quando uma queixa comum revela um diagnóstico incomum – Síndroma de Eagle. Revista Portuguesa De Medicina Geral E Familiar, 32(1), 65–9. https://doi.org/10.32385/rpmgf.v32i1.11692
1831|Vol. 32 N.º 1 (2016): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|32|1|2016-03-15|2016-02-01|A doença pneumocócica e recomendações GRESP para a vacinação antipneumocócica na população adulta (≥18 anos)|Artigo Breve|https://doi.org/10.32385/rpmgf.v32i1.11693|Rui P. Costa|Mestre em Gestão e Economia da Saúde. Diretor Adjunto e Médico de Família. Sãvida Medicina Apoiada, SA (Porto). Coordenador do GRESP|Costa, R. P., Gonçalves, C., & Sousa, J. C. de. (2016). A doença pneumocócica e recomendações GRESP para a vacinação antipneumocócica na população adulta (≥18 anos). Revista Portuguesa De Medicina Geral E Familiar, 32(1), 70–4. https://doi.org/10.32385/rpmgf.v32i1.11693
1832|Vol. 32 N.º 1 (2016): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|32|1|2016-03-15|2016-02-01|A doença pneumocócica e recomendações GRESP para a vacinação antipneumocócica na população adulta (≥18 anos)|Artigo Breve|https://doi.org/10.32385/rpmgf.v32i1.11693|Carlos Gonçalves|Diretor Clínico e Médico de Família. Serviços de Medicina do Millennium BCP – Norte|Costa, R. P., Gonçalves, C., & Sousa, J. C. de. (2016). A doença pneumocócica e recomendações GRESP para a vacinação antipneumocócica na população adulta (≥18 anos). Revista Portuguesa De Medicina Geral E Familiar, 32(1), 70–4. https://doi.org/10.32385/rpmgf.v32i1.11693
1833|Vol. 32 N.º 1 (2016): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|32|1|2016-03-15|2016-02-01|A doença pneumocócica e recomendações GRESP para a vacinação antipneumocócica na população adulta (≥18 anos)|Artigo Breve|https://doi.org/10.32385/rpmgf.v32i1.11693|Jaime Correia de Sousa|Professor Associado. Instituto de Ciências da Vida e da Saúde (ICVS), Escola de Ciências da Saúde, Universidade do Minho. ICVS/3B´s Laboratório Associado. Médico de Família na USF Horizonte, Matosinhos|Costa, R. P., Gonçalves, C., & Sousa, J. C. de. (2016). A doença pneumocócica e recomendações GRESP para a vacinação antipneumocócica na população adulta (≥18 anos). Revista Portuguesa De Medicina Geral E Familiar, 32(1), 70–4. https://doi.org/10.32385/rpmgf.v32i1.11693
1834|Vol. 32 N.º 1 (2016): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|32|1|2016-03-15|2016-02-01|Qual o alvo ideal para o tratamento da hipertensão?|Clube de Leitura|https://doi.org/10.32385/rpmgf.v32i1.11694|Ana Rita Domingues|Médica Interna de Medicina Geral e Familiar. USF Alphamouro|Domingues, A. R., Pacheco, Ângela, Sousa, P. F. de, & Dias, C. V. (2016). Qual o alvo ideal para o tratamento da hipertensão?. Revista Portuguesa De Medicina Geral E Familiar, 32(1), 75–7. https://doi.org/10.32385/rpmgf.v32i1.11694
1835|Vol. 32 N.º 1 (2016): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|32|1|2016-03-15|2016-02-01|Qual o alvo ideal para o tratamento da hipertensão?|Clube de Leitura|https://doi.org/10.32385/rpmgf.v32i1.11694|Ângela Pacheco|Médica Interna de Medicina Geral e Familiar. USF Alphamouro|Domingues, A. R., Pacheco, Ângela, Sousa, P. F. de, & Dias, C. V. (2016). Qual o alvo ideal para o tratamento da hipertensão?. Revista Portuguesa De Medicina Geral E Familiar, 32(1), 75–7. https://doi.org/10.32385/rpmgf.v32i1.11694
1836|Vol. 32 N.º 1 (2016): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|32|1|2016-03-15|2016-02-01|Qual o alvo ideal para o tratamento da hipertensão?|Clube de Leitura|https://doi.org/10.32385/rpmgf.v32i1.11694|Paulo Faria de Sousa|Médico Interno de Medicina Geral e Familiar. USF Alphamouro|Domingues, A. R., Pacheco, Ângela, Sousa, P. F. de, & Dias, C. V. (2016). Qual o alvo ideal para o tratamento da hipertensão?. Revista Portuguesa De Medicina Geral E Familiar, 32(1), 75–7. https://doi.org/10.32385/rpmgf.v32i1.11694
1837|Vol. 32 N.º 1 (2016): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|32|1|2016-03-15|2016-02-01|Qual o alvo ideal para o tratamento da hipertensão?|Clube de Leitura|https://doi.org/10.32385/rpmgf.v32i1.11694|Catarina Viegas Dias|Médica Interna de Medicina Geral e Familiar. USF Dafundo|Domingues, A. R., Pacheco, Ângela, Sousa, P. F. de, & Dias, C. V. (2016). Qual o alvo ideal para o tratamento da hipertensão?. Revista Portuguesa De Medicina Geral E Familiar, 32(1), 75–7. https://doi.org/10.32385/rpmgf.v32i1.11694
1838|Vol. 32 N.º 1 (2016): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|32|1|2016-03-15|2016-02-01|Rastreio do cancro da mama em mulheres entre os 40 e os 49 anos: os benefícios superam os malefícios?|Clube de Leitura|https://doi.org/10.32385/rpmgf.v32i1.11695|Ana Sofia Gaspar|Médica de família. USF São João do Estoril|Gaspar, A. S. (2016). Rastreio do cancro da mama em mulheres entre os 40 e os 49 anos: os benefícios superam os malefícios?. Revista Portuguesa De Medicina Geral E Familiar, 32(1), 78–9. https://doi.org/10.32385/rpmgf.v32i1.11695
1839|Vol. 32 N.º 1 (2016): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|32|1|2016-03-15|2016-02-01|Lista de revisores de 2015|Documentos|https://doi.org/10.32385/rpmgf.v32i1.11696|||, . . (2016). Lista de revisores de 2015. Revista Portuguesa De Medicina Geral E Familiar, 32(1), 80. https://doi.org/10.32385/rpmgf.v32i1.11696
1840|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Do papel, ao email, à submissão eletrónica: o amanhã|Editorial|https://doi.org/10.32385/rpmgf.v31i6.11619|André Tomé|Médico Assistente de Medicina Geral e Familiar.USF do Arco, ACES Lisboa Central|Tomé, A. (2015). Do papel, ao email, à submissão eletrónica: o amanhã. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 367–8. https://doi.org/10.32385/rpmgf.v31i6.11619
1841|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Expandir a capacidade de  investigação em cuidados primários em Portugal: uma proposta|Editorial|https://doi.org/10.32385/rpmgf.v31i6.11620|John Yaphe|Associate Professor, Community Health, School of Health Sciences, University of Minho|Yaphe, J. (2015). Expandir a capacidade de investigação em cuidados primários em Portugal: uma proposta. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 370–1. https://doi.org/10.32385/rpmgf.v31i6.11620
1842|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Cuidados de saúde centrados na pessoa e tecnologias de informação e comunicação: perspetivas atuais e futuras|Editorial|https://doi.org/10.32385/rpmgf.v31i6.11621|Liliana Laranjo|Médica de família, MD, MPH, PhD. Postdoctoral Research Fellow Australian Institute of Health Innovation.Centre for Health Informatics Macquarie University, Australia|Laranjo, L. (2015). Cuidados de saúde centrados na pessoa e tecnologias de informação e comunicação: perspetivas atuais e futuras. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 372–4. https://doi.org/10.32385/rpmgf.v31i6.11621
1843|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Atitudes dos internos de  medicina geral  e familiar para com os doentes com problemas ligados ao álcool|Investigação Original|https://doi.org/10.32385/rpmgf.v31i6.11622|Gui Santos|Family medicine resident. Villa Longa Family Health Unit|Santos, G., & Rosário, F. (2015). Atitudes dos internos de medicina geral e familiar para com os doentes com problemas ligados ao álcool. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 376–82. https://doi.org/10.32385/rpmgf.v31i6.11622
1844|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Atitudes dos internos de  medicina geral  e familiar para com os doentes com problemas ligados ao álcool|Investigação Original|https://doi.org/10.32385/rpmgf.v31i6.11622|Frederico Rosário|Family physician. Tomaz Ribeiro Primary Health Care Centre|Santos, G., & Rosário, F. (2015). Atitudes dos internos de medicina geral e familiar para com os doentes com problemas ligados ao álcool. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 376–82. https://doi.org/10.32385/rpmgf.v31i6.11622
1845|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Perceção do diagnóstico de depressão e ansiedade pelo médico de família conforme o género do paciente|Investigação Original|https://doi.org/10.32385/rpmgf.v31i6.11623|Nuno Basílio|Médico Interno de Medicina Geral e Familiar, USF Carcavelos, ACeS Cascais|Basílio, N., Figueira, S., & Nunes, J. M. (2015). Perceção do diagnóstico de depressão e ansiedade pelo médico de família conforme o género do paciente . Revista Portuguesa De Medicina Geral E Familiar, 31(6), 384–90. https://doi.org/10.32385/rpmgf.v31i6.11623
1846|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Perceção do diagnóstico de depressão e ansiedade pelo médico de família conforme o género do paciente|Investigação Original|https://doi.org/10.32385/rpmgf.v31i6.11623|Sofia Figueira|Médica Interna de Medicina Geral e Familiar,USF S. Julião, ACeS Lisboa Ocidental e Oeiras|Basílio, N., Figueira, S., & Nunes, J. M. (2015). Perceção do diagnóstico de depressão e ansiedade pelo médico de família conforme o género do paciente . Revista Portuguesa De Medicina Geral E Familiar, 31(6), 384–90. https://doi.org/10.32385/rpmgf.v31i6.11623
1847|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Perceção do diagnóstico de depressão e ansiedade pelo médico de família conforme o género do paciente|Investigação Original|https://doi.org/10.32385/rpmgf.v31i6.11623|José Mendes Nunes|ProfessorAssistente convidado do Departamento de Medicina Geral e Familiar,NOVA Medical School. Médico Assistente Graduado Sénior, USF Carcavelos, ACeS Cascais|Basílio, N., Figueira, S., & Nunes, J. M. (2015). Perceção do diagnóstico de depressão e ansiedade pelo médico de família conforme o género do paciente . Revista Portuguesa De Medicina Geral E Familiar, 31(6), 384–90. https://doi.org/10.32385/rpmgf.v31i6.11623
1848|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2015-06-16|2016-02-21|Family Medicine residents’ attitudes towards patients with Alcohol-Related Problems|Investigação Original|https://doi.org/10.32385/rpmgf.v31i6.11490|Gui Santos|USF Villa Longa|Santos, G., & Rosário, F. (2016). Family Medicine residents’ attitudes towards patients with Alcohol-Related Problems. Revista Portuguesa De Medicina Geral E Familiar, 31(6). https://doi.org/10.32385/rpmgf.v31i6.11490
1849|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2015-06-16|2016-02-21|Family Medicine residents’ attitudes towards patients with Alcohol-Related Problems|Investigação Original|https://doi.org/10.32385/rpmgf.v31i6.11490|Frederico Rosário|UCSP Tomaz Ribeiro|Santos, G., & Rosário, F. (2016). Family Medicine residents’ attitudes towards patients with Alcohol-Related Problems. Revista Portuguesa De Medicina Geral E Familiar, 31(6). https://doi.org/10.32385/rpmgf.v31i6.11490
1850|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Erradicação do Helicobacter pylori:  fim  de linha para a terapêutica tripla standard?|Revisões|https://doi.org/10.32385/rpmgf.v31i6.11624|António Assunção Silva|Médico interno de Medicina Geral e Familiar. na USF MaxiSaúde, Braga.|Silva, A. A., Macedo, R., Fernandes, D. N., Sousa, L., & Miranda, A. (2015). Erradicação do Helicobacter pylori: fim de linha para a terapêutica tripla standard?. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 392–400. https://doi.org/10.32385/rpmgf.v31i6.11624
1851|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Erradicação do Helicobacter pylori:  fim  de linha para a terapêutica tripla standard?|Revisões|https://doi.org/10.32385/rpmgf.v31i6.11624|Rui Macedo|Médico Especialista em Medicina Geral e Familiar e orientador de formação na USF MaxiSaúde, Braga|Silva, A. A., Macedo, R., Fernandes, D. N., Sousa, L., & Miranda, A. (2015). Erradicação do Helicobacter pylori: fim de linha para a terapêutica tripla standard?. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 392–400. https://doi.org/10.32385/rpmgf.v31i6.11624
1852|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Erradicação do Helicobacter pylori:  fim  de linha para a terapêutica tripla standard?|Revisões|https://doi.org/10.32385/rpmgf.v31i6.11624|Dina Novais Fernandes|Médica interna de Medicina Geral e Familiar na USF +Carandá, Braga|Silva, A. A., Macedo, R., Fernandes, D. N., Sousa, L., & Miranda, A. (2015). Erradicação do Helicobacter pylori: fim de linha para a terapêutica tripla standard?. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 392–400. https://doi.org/10.32385/rpmgf.v31i6.11624
1853|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Erradicação do Helicobacter pylori:  fim  de linha para a terapêutica tripla standard?|Revisões|https://doi.org/10.32385/rpmgf.v31i6.11624|Luís Sousa|Médico interno de Medicina Geral e Familiar na USF +Carandá, Braga|Silva, A. A., Macedo, R., Fernandes, D. N., Sousa, L., & Miranda, A. (2015). Erradicação do Helicobacter pylori: fim de linha para a terapêutica tripla standard?. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 392–400. https://doi.org/10.32385/rpmgf.v31i6.11624
1854|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Erradicação do Helicobacter pylori:  fim  de linha para a terapêutica tripla standard?|Revisões|https://doi.org/10.32385/rpmgf.v31i6.11624|Adriana Miranda|Médica interna de Medicina Geral e Familiar na USF Pró-Saúde, Vilaverde|Silva, A. A., Macedo, R., Fernandes, D. N., Sousa, L., & Miranda, A. (2015). Erradicação do Helicobacter pylori: fim de linha para a terapêutica tripla standard?. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 392–400. https://doi.org/10.32385/rpmgf.v31i6.11624
1855|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Comportamentos autolesivos na adolescência e disfunção familiar: relato de caso|Relatos de Casos|https://doi.org/10.32385/rpmgf.v31i6.11625|Vânia M. Duarte|Médica Assistente de Medicina Geral e Familiar, UCSP Tapada das Mercês, ACES Sintra|Duarte, V. M., Cruz, M. M., & Oliveira, B. (2015). Comportamentos autolesivos na adolescência e disfunção familiar: relato de caso. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 401–5. https://doi.org/10.32385/rpmgf.v31i6.11625
1856|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Comportamentos autolesivos na adolescência e disfunção familiar: relato de caso|Relatos de Casos|https://doi.org/10.32385/rpmgf.v31i6.11625|Mário Machado Cruz|Médico Interno de Medicina Geral e Familiar. USF AlphaMouro, ACES Sintra|Duarte, V. M., Cruz, M. M., & Oliveira, B. (2015). Comportamentos autolesivos na adolescência e disfunção familiar: relato de caso. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 401–5. https://doi.org/10.32385/rpmgf.v31i6.11625
1857|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Comportamentos autolesivos na adolescência e disfunção familiar: relato de caso|Relatos de Casos|https://doi.org/10.32385/rpmgf.v31i6.11625|Bertínia Oliveira|Médica Assistente de Medicina Geral e Familiar, USF Albasaúde, ACES Sintra|Duarte, V. M., Cruz, M. M., & Oliveira, B. (2015). Comportamentos autolesivos na adolescência e disfunção familiar: relato de caso. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 401–5. https://doi.org/10.32385/rpmgf.v31i6.11625
1858|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Vacinação antisarampo, parotidite e rubéola em crianças com suspeita de alergia ao ovo|Artigo Breve|https://doi.org/10.32385/rpmgf.v31i6.11626|Sónia Rosa|Médica Assistente Hospitalar, Serviço de Imunoalergologia do Hospital D. Estefânia, Centro Hospitalar Lisboa Central, EPE|Rosa, S., Ribeiro, F., & Pinto, P. L. (2015). Vacinação antisarampo, parotidite e rubéola em crianças com suspeita de alergia ao ovo. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 406–9. https://doi.org/10.32385/rpmgf.v31i6.11626
1859|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Vacinação antisarampo, parotidite e rubéola em crianças com suspeita de alergia ao ovo|Artigo Breve|https://doi.org/10.32385/rpmgf.v31i6.11626|Filipa Ribeiro|Médica Assistente Hospitalar, Serviço de Imunoalergologia, Centro Hospitalar do Algarve, EPE|Rosa, S., Ribeiro, F., & Pinto, P. L. (2015). Vacinação antisarampo, parotidite e rubéola em crianças com suspeita de alergia ao ovo. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 406–9. https://doi.org/10.32385/rpmgf.v31i6.11626
1860|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Vacinação antisarampo, parotidite e rubéola em crianças com suspeita de alergia ao ovo|Artigo Breve|https://doi.org/10.32385/rpmgf.v31i6.11626|Paula Leiria Pinto|Médica Assistente Hospitalar Graduada Sénior, Serviço de Imunoalergologia do Hospital D. Estefânia, Centro Hospitalar Lisboa Central, EPE|Rosa, S., Ribeiro, F., & Pinto, P. L. (2015). Vacinação antisarampo, parotidite e rubéola em crianças com suspeita de alergia ao ovo. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 406–9. https://doi.org/10.32385/rpmgf.v31i6.11626
1861|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Colite colagenosa: uma causa frequente de diarreia crónica ainda subdiagnosticada|Artigo Breve|https://doi.org/10.32385/rpmgf.v31i6.11627|Sandra A. Morais|Médica Interna de Medicina Interna, Serviço de Medicina Interna, Hospital Pedro Hispano, Matosinhos, Portugal|Morais, S. A., Caçola, R., Beça, S., Carneiro, L., Honavar, M., & Môço, R. (2015). Colite colagenosa: uma causa frequente de diarreia crónica ainda subdiagnosticada. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 410–3. https://doi.org/10.32385/rpmgf.v31i6.11627
1862|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Colite colagenosa: uma causa frequente de diarreia crónica ainda subdiagnosticada|Artigo Breve|https://doi.org/10.32385/rpmgf.v31i6.11627|Rute Caçola|Médica Interna de Medicina Interna, Serviço de Medicina Interna, Hospital Pedro Hispano, Matosinhos, Portugal|Morais, S. A., Caçola, R., Beça, S., Carneiro, L., Honavar, M., & Môço, R. (2015). Colite colagenosa: uma causa frequente de diarreia crónica ainda subdiagnosticada. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 410–3. https://doi.org/10.32385/rpmgf.v31i6.11627
1863|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Colite colagenosa: uma causa frequente de diarreia crónica ainda subdiagnosticada|Artigo Breve|https://doi.org/10.32385/rpmgf.v31i6.11627|Sara Beça|Médica Interna de Medicina Interna, Serviço de Medicina Interna, Hospital Pedro Hispano, Matosinhos, Portugal|Morais, S. A., Caçola, R., Beça, S., Carneiro, L., Honavar, M., & Môço, R. (2015). Colite colagenosa: uma causa frequente de diarreia crónica ainda subdiagnosticada. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 410–3. https://doi.org/10.32385/rpmgf.v31i6.11627
1864|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Colite colagenosa: uma causa frequente de diarreia crónica ainda subdiagnosticada|Artigo Breve|https://doi.org/10.32385/rpmgf.v31i6.11627|Liliana Carneiro|Médica Interna de Medicina Interna, Serviço de Medicina Interna, Hospital Pedro Hispano, Matosinhos, Portugal|Morais, S. A., Caçola, R., Beça, S., Carneiro, L., Honavar, M., & Môço, R. (2015). Colite colagenosa: uma causa frequente de diarreia crónica ainda subdiagnosticada. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 410–3. https://doi.org/10.32385/rpmgf.v31i6.11627
1865|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Colite colagenosa: uma causa frequente de diarreia crónica ainda subdiagnosticada|Artigo Breve|https://doi.org/10.32385/rpmgf.v31i6.11627|Mrinalini Honavar|Médica Assistente Hospitalar de Anatomia Patológica, Serviço de Anatomia Patológica, Hospital Pedro Hispano, Portugal.|Morais, S. A., Caçola, R., Beça, S., Carneiro, L., Honavar, M., & Môço, R. (2015). Colite colagenosa: uma causa frequente de diarreia crónica ainda subdiagnosticada. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 410–3. https://doi.org/10.32385/rpmgf.v31i6.11627
1866|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Colite colagenosa: uma causa frequente de diarreia crónica ainda subdiagnosticada|Artigo Breve|https://doi.org/10.32385/rpmgf.v31i6.11627|Rui Môço|Médico Assistente Hospitalar de Medicina Interna, Serviço de Medicina Interna, Hospital Pedro Hispano, Portugal|Morais, S. A., Caçola, R., Beça, S., Carneiro, L., Honavar, M., & Môço, R. (2015). Colite colagenosa: uma causa frequente de diarreia crónica ainda subdiagnosticada. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 410–3. https://doi.org/10.32385/rpmgf.v31i6.11627
1867|Vol. 31 N.º 6 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|6|2016-01-05|2015-11-01|Maior abrangência nos cuidados de saúde primários: vantagem ou desvantagem nos nossos dias?|Clube de Leitura|https://doi.org/10.32385/rpmgf.v31i6.11628|Isabel Dias Coelho|Médica Interna de Medicina Geral e Familiar, USF CSI Seixal|Coelho, I. D. (2015). Maior abrangência nos cuidados de saúde primários: vantagem ou desvantagem nos nossos dias?. Revista Portuguesa De Medicina Geral E Familiar, 31(6), 414–416. https://doi.org/10.32385/rpmgf.v31i6.11628
1868|Vol. 31 N.º 5 (2015): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|31|5|2015-11-09|2015-09-01|Justificam-se os indicadores de contratualização dos cuidados de saúde primários sobre rastreios oncológicos?|Editorial|https://doi.org/10.32385/rpmgf.v31i5.11580|Bruno Heleno|Departamento de Medicina Geral e Familiar, NOVA Medical School/Faculdade de Ciências Médicas, Universidade Nova de Lisboa|Heleno, B. (2015). Justificam-se os indicadores de contratualização dos cuidados de saúde primários sobre rastreios oncológicos?. Revista Portuguesa De Medicina Geral E Familiar, 31(5), 302–4. https://doi.org/10.32385/rpmgf.v31i5.11580
